productkey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount,orderdate,duedate,shipdate
225,14242,1,100,SO59382,? 6.92,8.99,03-06-2022,15-06-2022,10-06-2022
485,14242,1,100,SO59382,? 8.22,21.98,03-06-2022,15-06-2022,10-06-2022
357,11776,2,100,SO59383,"? 1,265.62",2319.99,03-06-2022,15-06-2022,10-06-2022
485,11776,1,100,SO59383,? 8.22,21.98,03-06-2022,15-06-2022,10-06-2022
486,11776,1,100,SO59383,? 59.47,159.00,03-06-2022,15-06-2022,10-06-2022
357,14598,1,19,SO59384,"? 1,265.62",2319.99,03-06-2022,15-06-2022,10-06-2022
537,14598,1,19,SO59384,? 13.09,35.00,03-06-2022,15-06-2022,10-06-2022
528,14598,1,19,SO59384,? 1.87,4.99,03-06-2022,15-06-2022,10-06-2022
485,14598,1,19,SO59384,? 8.22,21.98,03-06-2022,15-06-2022,10-06-2022
225,14598,1,19,SO59384,? 6.92,8.99,03-06-2022,15-06-2022,10-06-2022
487,14598,1,19,SO59384,? 20.57,54.99,03-06-2022,15-06-2022,10-06-2022
361,11775,1,100,SO59385,"? 1,251.98",2294.99,03-06-2022,15-06-2022,10-06-2022
528,11775,1,100,SO59385,? 1.87,4.99,03-06-2022,15-06-2022,10-06-2022
537,11775,1,100,SO59385,? 13.09,35.00,03-06-2022,15-06-2022,10-06-2022
565,12404,1,98,SO59386,? 461.44,742.35,03-06-2022,15-06-2022,10-06-2022
225,12404,1,98,SO59386,? 6.92,8.99,03-06-2022,15-06-2022,10-06-2022
222,12404,1,98,SO59386,? 13.09,34.99,03-06-2022,15-06-2022,10-06-2022
582,19631,1,6,SO59387,"? 1,082.51",1700.99,03-06-2022,15-06-2022,10-06-2022
581,14523,1,6,SO59388,"? 1,082.51",1700.99,03-06-2022,15-06-2022,10-06-2022
222,14523,1,6,SO59388,? 13.09,34.99,03-06-2022,15-06-2022,10-06-2022
372,17329,1,6,SO59389,"? 1,554.95",2443.35,03-06-2022,15-06-2022,10-06-2022
380,17286,1,6,SO59390,"? 1,554.95",2443.35,03-06-2022,15-06-2022,10-06-2022
484,17286,1,6,SO59390,? 2.97,7.95,03-06-2022,15-06-2022,10-06-2022
382,17726,2,6,SO59391,? 713.08,1120.49,03-06-2022,15-06-2022,10-06-2022
479,17726,1,6,SO59391,? 3.36,8.99,03-06-2022,15-06-2022,10-06-2022
477,17726,1,6,SO59391,? 1.87,4.99,03-06-2022,15-06-2022,10-06-2022
225,17726,1,6,SO59391,? 6.92,8.99,03-06-2022,15-06-2022,10-06-2022
594,12240,1,6,SO59392,? 308.22,564.99,03-06-2022,15-06-2022,10-06-2022
566,26520,1,100,SO59393,? 461.44,742.35,03-06-2022,15-06-2022,10-06-2022
541,26520,1,100,SO59393,? 10.84,28.99,03-06-2022,15-06-2022,10-06-2022
530,26520,1,100,SO59393,? 1.87,4.99,03-06-2022,15-06-2022,10-06-2022
480,26520,2,100,SO59393,? 0.86,2.29,03-06-2022,15-06-2022,10-06-2022
577,25395,2,100,SO59394,? 755.15,1214.85,03-06-2022,15-06-2022,10-06-2022
481,25395,2,100,SO59394,? 3.36,8.99,03-06-2022,15-06-2022,10-06-2022
561,25193,1,100,SO59395,"? 1,481.94",2384.07,03-06-2022,15-06-2022,10-06-2022
222,25193,1,100,SO59395,? 13.09,34.99,03-06-2022,15-06-2022,10-06-2022
384,19526,1,19,SO59396,? 713.08,1120.49,03-06-2022,15-06-2022,10-06-2022
225,19526,1,19,SO59396,? 6.92,8.99,03-06-2022,15-06-2022,10-06-2022
231,19526,1,19,SO59396,? 38.49,49.99,03-06-2022,15-06-2022,10-06-2022
382,20111,2,100,SO59397,? 713.08,1120.49,03-06-2022,15-06-2022,10-06-2022
479,20111,1,100,SO59397,? 3.36,8.99,03-06-2022,15-06-2022,10-06-2022
477,20111,1,100,SO59397,? 1.87,4.99,03-06-2022,15-06-2022,10-06-2022
214,20111,1,100,SO59397,? 13.09,34.99,03-06-2022,15-06-2022,10-06-2022
388,19436,1,100,SO59398,? 713.08,1120.49,03-06-2022,15-06-2022,10-06-2022
529,19436,1,100,SO59398,? 1.49,3.99,03-06-2022,15-06-2022,10-06-2022
539,19436,1,100,SO59398,? 9.35,24.99,03-06-2022,15-06-2022,10-06-2022
480,19436,1,100,SO59398,? 0.86,2.29,03-06-2022,15-06-2022,10-06-2022
484,19436,1,100,SO59398,? 2.97,7.95,03-06-2022,15-06-2022,10-06-2022
386,27183,1,100,SO59399,? 713.08,1120.49,03-06-2022,15-06-2022,10-06-2022
539,27183,1,100,SO59399,? 9.35,24.99,03-06-2022,15-06-2022,10-06-2022
480,27183,2,100,SO59399,? 0.86,2.29,03-06-2022,15-06-2022,10-06-2022
606,26817,2,98,SO59400,? 343.65,539.99,03-06-2022,15-06-2022,10-06-2022
479,26817,1,98,SO59400,? 3.36,8.99,03-06-2022,15-06-2022,10-06-2022
477,26817,1,98,SO59400,? 1.87,4.99,03-06-2022,15-06-2022,10-06-2022
604,26947,1,98,SO59401,? 343.65,539.99,03-06-2022,15-06-2022,10-06-2022
214,26947,1,98,SO59401,? 13.09,34.99,03-06-2022,15-06-2022,10-06-2022
228,26947,1,98,SO59401,? 38.49,49.99,03-06-2022,15-06-2022,10-06-2022
574,29473,1,98,SO59402,"? 1,481.94",2384.07,03-06-2022,15-06-2022,10-06-2022
214,29473,1,98,SO59402,? 13.09,34.99,03-06-2022,15-06-2022,10-06-2022
576,15085,1,100,SO59403,"? 1,481.94",2384.07,03-06-2022,15-06-2022,10-06-2022
214,15085,1,100,SO59403,? 13.09,34.99,03-06-2022,15-06-2022,10-06-2022
562,12655,1,100,SO59404,"? 1,481.94",2384.07,03-06-2022,15-06-2022,10-06-2022
222,12655,1,100,SO59404,? 13.09,34.99,03-06-2022,15-06-2022,10-06-2022
225,29068,1,6,SO59405,? 6.92,8.99,03-06-2022,15-06-2022,10-06-2022
568,29068,1,6,SO59405,? 461.44,742.35,03-06-2022,15-06-2022,10-06-2022
584,22580,1,6,SO59406,? 343.65,539.99,03-06-2022,15-06-2022,10-06-2022
479,22580,1,6,SO59406,? 3.36,8.99,03-06-2022,15-06-2022,10-06-2022
477,22580,1,6,SO59406,? 1.87,4.99,03-06-2022,15-06-2022,10-06-2022
491,22580,1,6,SO59406,? 41.57,53.99,03-06-2022,15-06-2022,10-06-2022
359,14164,1,100,SO59407,"? 1,251.98",2294.99,04-06-2022,16-06-2022,11-06-2022
477,14164,1,100,SO59407,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
478,14164,1,100,SO59407,? 3.74,9.99,04-06-2022,16-06-2022,11-06-2022
217,14164,1,100,SO59407,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
361,12394,1,98,SO59408,"? 1,251.98",2294.99,04-06-2022,16-06-2022,11-06-2022
485,12394,1,98,SO59408,? 8.22,21.98,04-06-2022,16-06-2022,11-06-2022
487,12394,1,98,SO59408,? 20.57,54.99,04-06-2022,16-06-2022,11-06-2022
357,13406,1,100,SO59409,"? 1,265.62",2319.99,04-06-2022,16-06-2022,11-06-2022
478,13406,1,100,SO59409,? 3.74,9.99,04-06-2022,16-06-2022,11-06-2022
477,13406,1,100,SO59409,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
217,13406,1,100,SO59409,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
357,14160,1,100,SO59410,"? 1,265.62",2319.99,04-06-2022,16-06-2022,11-06-2022
485,14160,1,100,SO59410,? 8.22,21.98,04-06-2022,16-06-2022,11-06-2022
222,14160,1,100,SO59410,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
376,22524,1,100,SO59411,"? 1,554.95",2443.35,04-06-2022,16-06-2022,11-06-2022
540,22524,1,100,SO59411,? 12.19,32.60,04-06-2022,16-06-2022,11-06-2022
480,22524,1,100,SO59411,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
539,14015,1,6,SO59412,? 9.35,24.99,04-06-2022,16-06-2022,11-06-2022
485,18744,1,6,SO59413,? 8.22,21.98,04-06-2022,16-06-2022,11-06-2022
528,11149,1,6,SO59414,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
480,11149,2,6,SO59414,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
536,17300,1,6,SO59415,? 11.22,29.99,04-06-2022,16-06-2022,11-06-2022
480,17300,2,6,SO59415,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
484,17300,1,6,SO59415,? 2.97,7.95,04-06-2022,16-06-2022,11-06-2022
476,21377,1,6,SO59416,? 26.18,69.99,04-06-2022,16-06-2022,11-06-2022
217,15237,1,6,SO59417,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
228,14223,1,6,SO59418,? 38.49,49.99,04-06-2022,16-06-2022,11-06-2022
581,21044,1,98,SO59419,"? 1,082.51",1700.99,04-06-2022,16-06-2022,11-06-2022
228,21044,1,98,SO59419,? 38.49,49.99,04-06-2022,16-06-2022,11-06-2022
538,28077,1,100,SO59420,? 8.04,21.49,04-06-2022,16-06-2022,11-06-2022
538,11215,1,19,SO59421,? 8.04,21.49,04-06-2022,16-06-2022,11-06-2022
530,11330,1,19,SO59422,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
217,11330,1,19,SO59422,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
538,27411,1,100,SO59423,? 8.04,21.49,04-06-2022,16-06-2022,11-06-2022
480,27411,1,100,SO59423,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
529,11287,1,19,SO59424,? 1.49,3.99,04-06-2022,16-06-2022,11-06-2022
540,11287,1,19,SO59424,? 12.19,32.60,04-06-2022,16-06-2022,11-06-2022
480,11287,1,19,SO59424,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
540,24973,1,100,SO59425,? 12.19,32.60,04-06-2022,16-06-2022,11-06-2022
529,24973,1,100,SO59425,? 1.49,3.99,04-06-2022,16-06-2022,11-06-2022
217,24973,1,100,SO59425,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
528,25870,1,100,SO59426,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
535,25870,1,100,SO59426,? 9.35,24.99,04-06-2022,16-06-2022,11-06-2022
484,25870,1,100,SO59426,? 2.97,7.95,04-06-2022,16-06-2022,11-06-2022
535,11091,1,19,SO59427,? 9.35,24.99,04-06-2022,16-06-2022,11-06-2022
528,11091,1,19,SO59427,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
480,11091,2,19,SO59427,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
536,11253,1,19,SO59428,? 11.22,29.99,04-06-2022,16-06-2022,11-06-2022
528,11253,1,19,SO59428,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
480,11253,1,19,SO59428,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
540,24980,1,100,SO59429,? 12.19,32.60,04-06-2022,16-06-2022,11-06-2022
536,22240,1,100,SO59430,? 11.22,29.99,04-06-2022,16-06-2022,11-06-2022
480,22240,2,100,SO59430,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
478,22355,1,100,SO59431,? 3.74,9.99,04-06-2022,16-06-2022,11-06-2022
478,21244,1,100,SO59432,? 3.74,9.99,04-06-2022,16-06-2022,11-06-2022
477,21244,1,100,SO59432,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
214,21244,1,100,SO59432,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
475,19243,1,100,SO59433,? 26.18,69.99,04-06-2022,16-06-2022,11-06-2022
477,17467,1,100,SO59434,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
477,24649,1,19,SO59435,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
485,16333,1,100,SO59436,? 8.22,21.98,04-06-2022,16-06-2022,11-06-2022
217,16333,1,100,SO59436,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
528,15449,1,98,SO59437,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
537,15449,1,98,SO59437,? 13.09,35.00,04-06-2022,16-06-2022,11-06-2022
480,15449,1,98,SO59437,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
528,14810,1,100,SO59438,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
537,14810,1,100,SO59438,? 13.09,35.00,04-06-2022,16-06-2022,11-06-2022
529,12376,1,98,SO59439,? 1.49,3.99,04-06-2022,16-06-2022,11-06-2022
538,12376,1,98,SO59439,? 8.04,21.49,04-06-2022,16-06-2022,11-06-2022
530,14694,1,98,SO59440,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
541,14694,1,98,SO59440,? 10.84,28.99,04-06-2022,16-06-2022,11-06-2022
222,14694,1,98,SO59440,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
225,14694,1,98,SO59440,? 6.92,8.99,04-06-2022,16-06-2022,11-06-2022
530,24720,1,98,SO59441,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
480,24720,1,98,SO59441,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
484,24720,1,98,SO59441,? 2.97,7.95,04-06-2022,16-06-2022,11-06-2022
530,17105,1,98,SO59442,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
479,17105,1,98,SO59442,? 3.36,8.99,04-06-2022,16-06-2022,11-06-2022
465,17105,1,98,SO59442,? 9.16,24.49,04-06-2022,16-06-2022,11-06-2022
477,17105,1,98,SO59442,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
537,14658,1,19,SO59443,? 13.09,35.00,04-06-2022,16-06-2022,11-06-2022
480,14658,1,19,SO59443,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
537,11867,1,100,SO59444,? 13.09,35.00,04-06-2022,16-06-2022,11-06-2022
528,11867,1,100,SO59444,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
214,11867,1,100,SO59444,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
485,13307,1,100,SO59445,? 8.22,21.98,04-06-2022,16-06-2022,11-06-2022
222,13307,1,100,SO59445,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
467,13307,1,100,SO59445,? 9.16,24.49,04-06-2022,16-06-2022,11-06-2022
485,16106,1,19,SO59446,? 8.22,21.98,04-06-2022,16-06-2022,11-06-2022
478,16106,1,19,SO59446,? 3.74,9.99,04-06-2022,16-06-2022,11-06-2022
477,16106,1,19,SO59446,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
487,16106,1,19,SO59446,? 20.57,54.99,04-06-2022,16-06-2022,11-06-2022
225,16106,1,19,SO59446,? 6.92,8.99,04-06-2022,16-06-2022,11-06-2022
528,12427,1,100,SO59447,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
537,12427,1,100,SO59447,? 13.09,35.00,04-06-2022,16-06-2022,11-06-2022
485,17027,1,19,SO59448,? 8.22,21.98,04-06-2022,16-06-2022,11-06-2022
471,17027,1,19,SO59448,? 23.75,63.50,04-06-2022,16-06-2022,11-06-2022
478,11589,1,98,SO59449,? 3.74,9.99,04-06-2022,16-06-2022,11-06-2022
477,11589,1,98,SO59449,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
590,14496,1,19,SO59450,? 419.78,769.49,04-06-2022,16-06-2022,11-06-2022
222,14496,1,19,SO59450,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
597,19690,1,100,SO59451,? 294.58,539.99,04-06-2022,16-06-2022,11-06-2022
535,19690,1,100,SO59451,? 9.35,24.99,04-06-2022,16-06-2022,11-06-2022
528,19690,1,100,SO59451,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
480,19690,2,100,SO59451,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
353,13478,1,100,SO59452,"? 1,265.62",2319.99,04-06-2022,16-06-2022,11-06-2022
478,13478,1,100,SO59452,? 3.74,9.99,04-06-2022,16-06-2022,11-06-2022
477,13478,1,100,SO59452,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
483,13478,1,100,SO59452,? 44.88,120.00,04-06-2022,16-06-2022,11-06-2022
357,14044,1,100,SO59453,"? 1,265.62",2319.99,04-06-2022,16-06-2022,11-06-2022
537,14044,1,100,SO59453,? 13.09,35.00,04-06-2022,16-06-2022,11-06-2022
480,14044,1,100,SO59453,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
359,13436,1,100,SO59454,"? 1,251.98",2294.99,04-06-2022,16-06-2022,11-06-2022
485,13436,1,100,SO59454,? 8.22,21.98,04-06-2022,16-06-2022,11-06-2022
566,26964,1,100,SO59455,? 461.44,742.35,04-06-2022,16-06-2022,11-06-2022
481,26964,1,100,SO59455,? 3.36,8.99,04-06-2022,16-06-2022,11-06-2022
560,26946,1,100,SO59456,? 755.15,1214.85,04-06-2022,16-06-2022,11-06-2022
560,19298,1,100,SO59457,? 755.15,1214.85,04-06-2022,16-06-2022,11-06-2022
582,15015,1,6,SO59458,"? 1,082.51",1700.99,04-06-2022,16-06-2022,11-06-2022
489,15015,1,6,SO59458,? 41.57,53.99,04-06-2022,16-06-2022,11-06-2022
583,20216,1,6,SO59459,"? 1,082.51",1700.99,04-06-2022,16-06-2022,11-06-2022
463,20216,1,6,SO59459,? 9.16,24.49,04-06-2022,16-06-2022,11-06-2022
217,20216,1,6,SO59459,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
378,20217,1,6,SO59460,"? 1,554.95",2443.35,04-06-2022,16-06-2022,11-06-2022
477,20217,1,6,SO59460,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
479,20217,1,6,SO59460,? 3.36,8.99,04-06-2022,16-06-2022,11-06-2022
490,20217,1,6,SO59460,? 41.57,53.99,04-06-2022,16-06-2022,11-06-2022
388,24465,1,6,SO59461,? 713.08,1120.49,04-06-2022,16-06-2022,11-06-2022
488,24465,1,6,SO59461,? 41.57,53.99,04-06-2022,16-06-2022,11-06-2022
384,24466,1,6,SO59462,? 713.08,1120.49,04-06-2022,16-06-2022,11-06-2022
222,24466,1,6,SO59462,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
604,27362,1,6,SO59463,? 343.65,539.99,04-06-2022,16-06-2022,11-06-2022
538,27362,1,6,SO59463,? 8.04,21.49,04-06-2022,16-06-2022,11-06-2022
488,27362,1,6,SO59463,? 41.57,53.99,04-06-2022,16-06-2022,11-06-2022
225,27362,1,6,SO59463,? 6.92,8.99,04-06-2022,16-06-2022,11-06-2022
573,11058,1,6,SO59464,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
217,11058,1,6,SO59464,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
488,11058,1,6,SO59464,? 41.57,53.99,04-06-2022,16-06-2022,11-06-2022
561,11069,1,6,SO59465,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
565,29044,1,100,SO59466,? 461.44,742.35,04-06-2022,16-06-2022,11-06-2022
571,16758,1,19,SO59467,? 461.44,742.35,04-06-2022,16-06-2022,11-06-2022
225,26545,1,100,SO59468,? 6.92,8.99,04-06-2022,16-06-2022,11-06-2022
572,26545,1,100,SO59468,? 461.44,742.35,04-06-2022,16-06-2022,11-06-2022
571,24496,1,19,SO59469,? 461.44,742.35,04-06-2022,16-06-2022,11-06-2022
541,24496,1,19,SO59469,? 10.84,28.99,04-06-2022,16-06-2022,11-06-2022
563,25334,1,100,SO59470,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
479,25334,1,100,SO59470,? 3.36,8.99,04-06-2022,16-06-2022,11-06-2022
477,25334,1,100,SO59470,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
562,25398,1,100,SO59471,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
217,25398,1,100,SO59471,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
575,25399,1,100,SO59472,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
479,25399,1,100,SO59472,? 3.36,8.99,04-06-2022,16-06-2022,11-06-2022
563,24633,1,100,SO59473,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
225,24633,1,100,SO59473,? 6.92,8.99,04-06-2022,16-06-2022,11-06-2022
490,24633,1,100,SO59473,? 41.57,53.99,04-06-2022,16-06-2022,11-06-2022
576,24641,1,100,SO59474,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
605,17664,1,100,SO59475,? 343.65,539.99,04-06-2022,16-06-2022,11-06-2022
529,17664,1,100,SO59475,? 1.49,3.99,04-06-2022,16-06-2022,11-06-2022
538,17664,1,100,SO59475,? 8.04,21.49,04-06-2022,16-06-2022,11-06-2022
222,17664,1,100,SO59475,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
465,17664,1,100,SO59475,? 9.16,24.49,04-06-2022,16-06-2022,11-06-2022
388,23924,1,98,SO59476,? 713.08,1120.49,04-06-2022,16-06-2022,11-06-2022
479,23924,1,98,SO59476,? 3.36,8.99,04-06-2022,16-06-2022,11-06-2022
606,22628,1,100,SO59477,? 343.65,539.99,04-06-2022,16-06-2022,11-06-2022
477,22628,1,100,SO59477,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
479,22628,1,100,SO59477,? 3.36,8.99,04-06-2022,16-06-2022,11-06-2022
482,22628,1,100,SO59477,? 3.36,8.99,04-06-2022,16-06-2022,11-06-2022
584,22610,1,100,SO59478,? 343.65,539.99,04-06-2022,16-06-2022,11-06-2022
214,22610,1,100,SO59478,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
605,26928,1,98,SO59479,? 343.65,539.99,04-06-2022,16-06-2022,11-06-2022
479,26928,1,98,SO59479,? 3.36,8.99,04-06-2022,16-06-2022,11-06-2022
477,26928,1,98,SO59479,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
225,26928,1,98,SO59479,? 6.92,8.99,04-06-2022,16-06-2022,11-06-2022
217,26928,1,98,SO59479,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
584,26860,1,98,SO59480,? 343.65,539.99,04-06-2022,16-06-2022,11-06-2022
563,25736,1,100,SO59481,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
530,25736,1,100,SO59481,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
541,25736,1,100,SO59481,? 10.84,28.99,04-06-2022,16-06-2022,11-06-2022
214,25736,1,100,SO59481,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
561,15082,1,100,SO59482,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
541,15082,1,100,SO59482,? 10.84,28.99,04-06-2022,16-06-2022,11-06-2022
530,15082,1,100,SO59482,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
487,15082,1,100,SO59482,? 20.57,54.99,04-06-2022,16-06-2022,11-06-2022
564,28417,1,98,SO59483,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
541,28417,1,98,SO59483,? 10.84,28.99,04-06-2022,16-06-2022,11-06-2022
530,28417,1,98,SO59483,? 1.87,4.99,04-06-2022,16-06-2022,11-06-2022
484,28417,1,98,SO59483,? 2.97,7.95,04-06-2022,16-06-2022,11-06-2022
575,29468,1,98,SO59484,"? 1,481.94",2384.07,04-06-2022,16-06-2022,11-06-2022
225,29468,1,98,SO59484,? 6.92,8.99,04-06-2022,16-06-2022,11-06-2022
214,29468,1,98,SO59484,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
587,11356,1,6,SO59485,? 419.78,769.49,04-06-2022,16-06-2022,11-06-2022
476,11356,1,6,SO59485,? 26.18,69.99,04-06-2022,16-06-2022,11-06-2022
472,11356,1,6,SO59485,? 23.75,63.50,04-06-2022,16-06-2022,11-06-2022
579,13010,1,6,SO59486,? 755.15,1214.85,04-06-2022,16-06-2022,11-06-2022
222,13010,1,6,SO59486,? 13.09,34.99,04-06-2022,16-06-2022,11-06-2022
491,13010,1,6,SO59486,? 41.57,53.99,04-06-2022,16-06-2022,11-06-2022
225,13010,1,6,SO59486,? 6.92,8.99,04-06-2022,16-06-2022,11-06-2022
605,22581,1,6,SO59487,? 343.65,539.99,04-06-2022,16-06-2022,11-06-2022
538,22581,1,6,SO59487,? 8.04,21.49,04-06-2022,16-06-2022,11-06-2022
529,22581,1,6,SO59487,? 1.49,3.99,04-06-2022,16-06-2022,11-06-2022
480,22581,1,6,SO59487,? 0.86,2.29,04-06-2022,16-06-2022,11-06-2022
359,12854,1,98,SO59488,"? 1,251.98",2294.99,05-06-2022,17-06-2022,12-06-2022
478,12854,1,98,SO59488,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
477,12854,1,98,SO59488,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
484,12854,1,98,SO59488,? 2.97,7.95,05-06-2022,17-06-2022,12-06-2022
363,14775,2,100,SO59489,"? 1,251.98",2294.99,05-06-2022,17-06-2022,12-06-2022
537,14775,1,100,SO59489,? 13.09,35.00,05-06-2022,17-06-2022,12-06-2022
528,14775,1,100,SO59489,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
485,14775,1,100,SO59489,? 8.22,21.98,05-06-2022,17-06-2022,12-06-2022
231,14775,1,100,SO59489,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
363,12333,1,100,SO59490,"? 1,251.98",2294.99,05-06-2022,17-06-2022,12-06-2022
478,12333,1,100,SO59490,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
477,12333,1,100,SO59490,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
491,12333,1,100,SO59490,? 41.57,53.99,05-06-2022,17-06-2022,12-06-2022
225,12333,1,100,SO59490,? 6.92,8.99,05-06-2022,17-06-2022,12-06-2022
538,19622,1,6,SO59491,? 8.04,21.49,05-06-2022,17-06-2022,12-06-2022
529,19622,1,6,SO59491,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
529,19623,1,6,SO59492,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
538,19623,1,6,SO59492,? 8.04,21.49,05-06-2022,17-06-2022,12-06-2022
214,19623,1,6,SO59492,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
485,17479,1,6,SO59493,? 8.22,21.98,05-06-2022,17-06-2022,12-06-2022
490,17479,1,6,SO59493,? 41.57,53.99,05-06-2022,17-06-2022,12-06-2022
463,17479,1,6,SO59493,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
528,27146,1,6,SO59494,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
537,27146,1,6,SO59494,? 13.09,35.00,05-06-2022,17-06-2022,12-06-2022
217,27146,1,6,SO59494,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
475,27351,1,6,SO59495,? 26.18,69.99,05-06-2022,17-06-2022,12-06-2022
491,27351,1,6,SO59495,? 41.57,53.99,05-06-2022,17-06-2022,12-06-2022
475,26670,1,6,SO59496,? 26.18,69.99,05-06-2022,17-06-2022,12-06-2022
474,22017,1,6,SO59497,? 26.18,69.99,05-06-2022,17-06-2022,12-06-2022
529,12692,1,6,SO59498,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
480,12692,1,6,SO59498,? 0.86,2.29,05-06-2022,17-06-2022,12-06-2022
477,11466,1,6,SO59499,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
478,11466,1,6,SO59499,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
214,11466,1,6,SO59499,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
228,14052,1,6,SO59500,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
225,14052,1,6,SO59500,? 6.92,8.99,05-06-2022,17-06-2022,12-06-2022
